D,H,A,E,C,I,P,B,N,DP,Fluorescence,total_num_valence_electrons,total_hallkieralpha,total_num_sat_rings,total_kappa2,total_kappa3,total_bertzct,total_balabanj,total_rot_bonds,total_hbd,total_hba,total_num_heteroatoms,total_num_aromatic_heterocycles,total_num_aliphatic_rings,total_logp,total_chi0v,total_arom_rings,total_num_rings,total_kappa1,total_n_carbon,total_mw,total_n_oxygen,total_chi1v,charge,total_heavy_atom_count,total_molar_ref,total_tpsa,total_n_nitrogen,predicted_docking_score,Consensus_Class,score,fluorescence
0,14,10,0,0,0,0,0,0,24,0.384608892,924,-19.52,0,75.86431,79.187936,1806.578038,75.60807,52,24,52,62,0,0,-7.5124,90.173894,0,0,142.48,100,2336.414,52,42.83828,0,162,589.2992,1082.32,10,-8.429169,0,8,Low
13.5,0,0,10,0,0,0,10,2.5,36,0.382927199,1914.5,-38.105,0,153.9578785,139.1060925,5390.9517415,107.662395,111.5,5,85.5,90.5,0,0,25.0043,209.484391,10,10,290.35377,257,4876.3885,72,105.378542,13.5,347.5,1353.72025,1141.175,18.5,-7.892076,0,8,Low
0,2.5,2.5,0,0,15.5,10,0,0,30.5,0.370697642,1731,-33.995,0,136.6118815,132.6678,4925.5762065,88.135783,106.5,5,71,73.5,0,0,37.6198,187.406633,10,10,258.82266,238.5,4376.778,71,97.303133,0,312,1207.92,987,2.5,-8.735107,0,8,Low
0,17.5,2.5,0,0,2.5,10,0,0,32.5,0.36643219,1745,-36.175,0,147.9669925,117.14546,4869.4056725,92.26472,112.5,20,90,92.5,0,0,15.4075,177.832005,10,10,259.64266,222.5,4452.295,90,92.01591,0,315,1163.625,1343.05,2.5,-8.735971,0,8,Low
0,0,0,0,0,22,0,0,0,22,0.36101399,1144,-17.38,0,90.751716,111.6478,2320.643116,71.995022,66,0,44,44,0,0,30.1752,129.479042,0,0,180.62,154,2819.762,44,65.049512,0,198,791.868,578.6,0,-8.308831,0,8,Low
10,0,14,0,0,0,0,0,0,24,0.359362237,962,-19.36,0,71.249774,98.0347,2018.532782,76.81592,54,14,44,58,0,0,-3.6392,103.404594,0,0,150.64,112,2426.966,34,47.701142,10,170,671.5296,925.26,24,-8.189695,0,8,Low
10,14,0,0,0,0,0,0,0,24,0.359362237,1214,-19.92,0,110.59746,100.182636,2435.189148,75.50867,82,14,72,72,0,0,-2.9364,127.097144,0,0,192.08,140,3057.484,62,61.98607,10,212,795.4352,973.42,10,-8.640918,0,8,Low
0,15,0,0,0,0,0,7.5,0,22.5,0.357928882,1155,-24.225,0,97.5112575,69.8028525,3298.3202175,64.924065,67.5,15,60,60,0,0,9.987,117.146805,7.5,7.5,171.4940775,150,2958.15,60,60.586755,0,210,771.8895,895.2,0,-9.114914,0,8,Low
0,0,0,13,0,0,0,0,11,24,0.35187018,1070,-24.79,0,84.417557,89.259912,2550.769051,78.497649,59,22,48,70,0,0,-3.9256,109.744301,0,0,165.21,120,2710.962,48,53.172896,0,190,705.2021,1135.99,22,-8.520013,0,8,Low
0,2.5,23.5,0,0,2.5,0,0,2.5,31,0.351867206,1028,-25.915,0,66.0333685,107.8681575,2198.594398,99.7386425,46,31,41,69.5,0,0,-8.41055,103.1793235,0,0,156.585,113,2601.4015,41,46.753053,0,182.5,697.29015,1375.165,28.5,-7.6393166,0,8,Low
0,2.5,2.5,0,0,2.5,21.5,0,0,29,0.347556197,1906,-44.08,0,149.730913,109.9033835,6919.885959,70.4579145,125,5,79.5,82,0,0,40.4269,200.7132105,21.5,21.5,270.677969,274,4921.016,79.5,108.28408,0,356,1350.5675,1053.695,2.5,-9.163004,0,8,Low
0,0,7.5,0,0,20,0,0,0,27.5,0.343938642,1250,-21.725,0,93.913005,125.573,2544.0260825,89.4860575,67.5,7.5,47.5,55,0,0,24.86475,138.48364,0,0,195.775,162.5,3096.5125,47.5,68.0588425,0,217.5,865.3155,849.175,7.5,-8.411138,0,8,Low
0,2.5,2.5,0,0,10,17.5,0,0,32.5,0.341870155,2000,-42.925,0,157.45333,132.9358175,6540.37121,86.3531,127.5,5,82.5,85,0,0,43.5355,213.613125,17.5,17.5,291.005905,282.5,5113.4425,82.5,113.27073,0,367.5,1408.1505,1108.825,2.5,-8.696101,0,8,Low
0,0,0,0,0,0,0,0,22,22,0.324939982,1100,-29.04,0,80.3847,99.768658,3121.655262,74.499898,66,44,44,88,0,0,-26.9742,107.479042,0,0,168.96,110,2818.882,44,51.720988,0,198,712.8242,1588.18,44,-8.944286,0,8,Low
2.5,0,0,10,0,0,0,10,12.5,35,0.322499044,1787.5,-42.175,0,135.5531275,126.0513125,5481.3662975,106.38247,97.5,25,72.5,97.5,0,0,11.475,187.25231,10,10,266.28377,230,4582.6525,70,94.73856,2.5,327.5,1237.67625,1508.875,27.5,-7.702574,0,8,Low
0,7.5,0,0,0,0,17,0,0,24.5,0.319419463,1603,-36.315,0,131.1571515,89.100273,5632.792397,60.092156,107.5,7.5,73.5,73.5,0,0,28.31745,166.2406965,17,17,229.075022,224.5,4138.508,73.5,89.6301725,0,298,1114.3945,952.985,0,-9.576585,0,8,Low
0,7.5,7.5,0,0,7.5,7.5,0,0,30,0.318781736,1500,-31.35,0,118.36947,115.5423975,4077.99393,88.1315925,90,15,67.5,75,0,0,18.9885,156.9601125,7.5,7.5,224.263245,195,3806.85,67.5,79.90443,0,270,1025.4015,1135.875,7.5,-8.858853,0,8,Low
0,0,15,0,0,7.5,0,0,0,22.5,0.313232478,810,-17.775,0,53.760975,86.21175,1659.82938,72.6158325,37.5,15,30,45,0,0,5.1525,85.6914225,0,0,124.725,97.5,2027.4675,30,40.021815,0,142.5,560.826,843.6,15,-8.223414,0,8,Low
0,2.5,10,0,0,14.5,10,0,0,37,0.310397557,1889,-39.13,0,143.8982485,151.6679,5254.442951,108.8993195,111,12.5,76.5,86.5,0,0,33.68095,202.296642,10,10,282.18766,254,4781.6995,76.5,103.2692595,0,340.5,1317.3615,1283.875,10,-7.673168,0,8,Low
0,0,11,0,0,13,0,0,0,24,0.306714195,984,-18.96,0,70.3628,101.2837,2008.336547,77.795368,50,11,37,48,0,0,14.0655,106.980959,0,0,153.04,124,2448.092,37,51.525301,0,172,681.2274,815.89,11,-8.388793,0,8,Low
0,7.5,0,0,0,0,20,0,0,27.5,0.303930104,1825,-41.625,0,148.5689025,100.37226,6510.77471,66.578585,122.5,7.5,82.5,82.5,0,0,33.70125,189.6711975,20,20,260.01032,257.5,4715.15,82.5,102.5221625,0,340,1273.6735,1059.575,0,-9.404897,0,8,Low
0,7.5,17,0,0,0,0,0,0,24.5,0.303927201,821,-19.655,0,58.3565045,79.79568,1642.087141,77.81741,39.5,24.5,39.5,56.5,0,0,-8.00985,80.5588095,0,0,125.345,88.5,2079.213,39.5,36.8008535,0,145,541.4673,1081.505,17,-8.1469,0,8,Low
0,10,2.5,0,0,10,12.5,0,0,35,0.302646178,1975,-40.3,0,160.9243075,139.3748525,5734.626645,98.87811,125,12.5,90,92.5,0,0,32.37175,208.0301475,12.5,12.5,293.222075,265,5023.2425,90,108.3596425,0,357.5,1354.499,1280.15,2.5,-8.089658,0,8,Low
0,17,7.5,0,0,0,0,0,0,24.5,0.302112554,992,-20.035,0,85.05672,81.253208,1924.8182465,76.9303475,58.5,24.5,58.5,66,0,0,-7.53295,96.635897,0,0,153.465,107.5,2507.0645,58.5,46.4941975,0,173.5,625.5461,1114.185,7.5,-8.472698,0,8,Low
0,2.5,10,0,0,17.5,2.5,0,0,32.5,0.301294058,1490,-28.225,0,112.744105,138.7126325,3375.9385025,102.50075,82.5,12.5,60,70,0,0,24.33625,161.3766225,2.5,2.5,229.479415,192.5,3724.6075,60,79.9096725,0,262.5,1027.146,1096.3,10,-8.3560295,0,8,Low
0,0,0,0,0,0,0,24,0,24,0.299089497,1488,-37.68,0,104.096424,61.924776,6346.24524,58.408368,72,0,48,48,0,0,45.9792,160.675488,24,24,204.621048,240,3892.512,48,87.794016,0,288,1114.44,631.2,0,-9.529008,0,8,Low
0,2.5,10,0,0,12.5,10,0,0,35,0.29750579,1785,-37.55,0,135.6480925,141.5181,5043.475395,102.3543175,105,12.5,72.5,82.5,0,0,30.93775,190.52582,10,10,265.76766,240,4525.3575,72.5,97.3556675,0,322.5,1245.3735,1231.275,10,-7.898824,0,8,Low
0,14,0,0,0,0,0,0,10,24,0.294560767,1144,-24.82,0,97.18755,92.437326,2646.378218,77.42361,72,34,62,82,0,0,-16.3504,111.327444,0,0,177.18,120,2906.934,62,54.45059,0,202,719.3962,1373.32,20,-8.549103,0,8,Low
0,17,0,0,0,0,7.5,0,0,24.5,0.288666753,1337,-27.385,0,117.1746525,85.3581755,3685.4235065,69.1103825,88.5,17,73.5,73.5,0,0,8.4938,134.4367295,7.5,7.5,199.228245,167.5,3415.577,73.5,69.80125,0,241,878.3081,1057.485,0,-9.052718,0,8,Low
0,0,11,0,0,13,0,0,0,24,0.282599387,984,-18.96,0,70.3628,101.2837,2008.336547,77.795368,50,11,37,48,0,0,14.0655,106.980959,0,0,153.04,124,2448.092,37,51.525301,0,172,681.2274,815.89,11,-8.388793,0,8,Low
0,7.5,17,0,0,0,0,0,0,24.5,0.281008531,821,-19.655,0,58.3565045,79.79568,1642.087141,77.81741,39.5,24.5,39.5,56.5,0,0,-8.00985,80.5588095,0,0,125.345,88.5,2079.213,39.5,36.8008535,0,145,541.4673,1081.505,17,-8.1469,0,8,Low
0,0,17,0,0,7.5,0,0,0,24.5,0.279745099,866,-19.355,0,56.804027,92.63175,1775.656186,79.0254425,39.5,17,32,49,0,0,4.4679,91.2315345,0,0,133.145,103.5,2169.6255,32,42.401261,0,152.5,599.6088,929.78,17,-8.21041,0,8,Low
0,2.5,10,0,0,10,10,0,0,32.5,0.277049143,1655,-35.575,0,125.3353975,128.83085,4779.76595,94.173065,97.5,12.5,67.5,77.5,0,0,27.50875,175.8122925,10,10,245.24266,222.5,4204.93,67.5,89.9636775,0,300,1155.3885,1165.525,10,-8.598021,0,8,Low
0,12.5,2.5,10,0,0,0,10,0,35,0.276102562,1665,-35.95,0,135.3476525,106.1587,4646.4779075,102.9707075,90,15,80,82.5,0,0,22.006,172.7336225,10,10,247.50877,220,4252.1975,80,88.190625,0,302.5,1134.151,1215.35,2.5,-8.168887,0,8,Low
0,13,0,0,0,0,0,11,0,24,0.269417583,1280,-28.06,0,104.027836,72.106701,4048.465171,67.219092,72,13,61,61,0,0,17.2765,131.653885,11,11,186.994647,175,3293.576,61,68.969899,0,236,877.9284,894.19,0,-9.281886,0,8,Low
7.5,0,0,0,0,0,0,17,0,24.5,0.268295739,1481.5,-32.915,0,111.1962745,83.684408,5401.0659,65.3340815,81,0,56.5,56.5,0,0,33.43335,162.2796615,17,17,213.714909,222.5,3831.091,49,85.471193,7.5,279,1089.4325,688.6,7.5,-9.07071,0,8,Low
0,7.5,7.5,0,0,7.5,7.5,0,0,30,0.266293008,1500,-31.35,0,118.36947,115.5423975,4077.99393,88.1315925,90,15,67.5,75,0,0,18.9885,156.9601125,7.5,7.5,224.263245,195,3806.85,67.5,79.90443,0,270,1025.4015,1135.875,7.5,-8.858853,0,8,Low
0,17,0,0,0,0,0,0,7.5,24.5,0.258964256,1157,-24.01,0,101.04915,91.1902505,2554.6683815,78.2920025,73.5,32,66,81,0,0,-14.16145,112.5010595,0,0,179.49,122.5,2934.9545,66,55.20343,0,203.5,723.11885,1332.435,15,-8.552902,0,8,Low
10,0,14,0,0,0,0,0,0,24,0.253069873,962,-19.36,0,71.249774,98.0347,2018.532782,76.81592,54,14,44,58,0,0,-3.6392,103.404594,0,0,150.64,112,2426.966,34,47.701142,10,170,671.5296,925.26,24,-8.189695,0,8,Low
0,2.5,2.5,0,0,16.5,10,0,0,31.5,0.248584309,1783,-34.785,0,140.7369595,137.7427,5031.0599845,91.408284,109.5,5,73,75.5,0,0,38.9914,193.292044,10,10,267.03266,245.5,4504.949,73,100.259929,0,321,1243.914,1013.3,2.5,-8.692431,0,8,Low
0,0,7.5,0,0,20,0,0,0,27.5,0.242178201,1250,-21.725,0,93.913005,125.573,2544.0260825,89.4860575,67.5,7.5,47.5,55,0,0,24.86475,138.48364,0,0,195.775,162.5,3096.5125,47.5,68.0588425,0,217.5,865.3155,849.175,7.5,-8.411138,0,8,Low
2.5,23.5,0,0,0,2.5,0,0,2.5,31,0.240345436,1478.5,-26.855,0,133.738185,116.3387365,2980.7317245,97.7529175,95.5,28.5,88,93,0,0,-6.21235,147.948961,0,0,231.145,165,3727.446,85.5,72.9673925,2.5,258,934.68255,1420.18,7.5,-8.44104,0,8,Low
0,14.5,2.5,10,0,0,0,10,0,37,0.235026022,1757,-37.61,0,144.0118025,112.885548,4821.8270515,109.1935675,96,17,86,88.5,0,0,21.4218,181.6583845,10,10,261.84877,230,4484.4295,86,92.610775,0,318.5,1190.6346,1308.41,2.5,-7.8333273,0,8,Low
7.5,0,17,0,0,0,0,0,0,24.5,0.234966426,903.5,-19.655,0,63.3272495,94.391025,1890.336706,78.4431725,47,17,39.5,56.5,0,0,-4.95435,95.5588095,0,0,140.345,103.5,2282.238,32,43.509056,7.5,160,629.6913,974.03,24.5,-7.9454465,0,8,Low
7.5,17,0,0,0,0,0,0,0,24.5,0.234966426,1209.5,-20.335,0,111.1065825,96.999233,2396.276579,76.8557975,81,17,73.5,73.5,0,0,-4.10095,124.3283345,0,0,190.665,137.5,3047.867,66,60.85504,7.5,211,780.1481,1032.51,7.5,-8.629964,0,8,Low
0,13.5,2.5,2.5,0,0,0,10,0,28.5,0.234862641,1411,-30.855,0,114.165185,86.8054415,4163.0324295,82.2853875,78,16,68,70.5,0,0,16.19765,144.8855535,10,10,208.10377,187.5,3617.436,68,74.643545,0,258,961.1678,1064.63,2.5,-9.086643,0,8,Low
0,13,0,0,0,0,11,0,0,24,0.233379673,1412,-30.26,0,120.160062,85.055131,4359.037917,64.232163,94,13,72,72,0,0,15.9433,143.92279,11,11,206.639426,186,3623.862,72,76.001605,0,258,951.1664,995.72,0,-9.341041,0,8,Low
0,0,17,0,7.5,0,0,0,0,24.5,0.231263037,896,-23.33,0,59.980202,90.7927575,2108.228896,79.0790225,47,17,47,64,0,0,-14.4021,87.078432,0,0,136.67,96,2281.728,47,40.1426585,-7.5,160,560.5038,1230.755,17,-8.50127,0,8,Low
2.5,10,0,0,19.5,2.5,0,0,0,34.5,0.223066282,1824.5,-38.09,0,154.8176235,153.7743345,4364.014167,111.2357925,125.5,10,120.5,120.5,0,0,-21.51955,179.460738,0,0,284.41,202,4630.3535,118,89.0391505,-17,322.5,1072.6255,1906.935,2.5,-7.814799,0,8,Low
0,7.5,7.5,0,0,7.5,7.5,0,0,30,0.220912841,1500,-31.35,0,118.36947,115.5423975,4077.99393,88.1315925,90,15,67.5,75,0,0,18.9885,156.9601125,7.5,7.5,224.263245,195,3806.85,67.5,79.90443,0,270,1025.4015,1135.875,7.5,-8.858853,0,8,Low
0,12.5,10,0,0,2.5,10,0,0,35,0.220250953,1725,-37.95,0,137.7180625,124.40334,4865.383335,100.7436075,105,22.5,82.5,92.5,0,0,14.30075,176.29552,10,10,255.36766,220,4404.8075,82.5,89.8884575,0,312.5,1167.8515,1433.575,10,-7.999659,0,8,Low
0,2.5,2.5,0,0,10,15.5,0,0,30.5,0.217621453,1852,-39.385,0,145.845496,125.4211595,5955.049668,82.028814,117.5,5,76.5,79,0,0,39.9463,197.992791,15.5,15.5,270.382373,260.5,4729.0145,76.5,104.67607,0,339.5,1301.9645,1037.765,2.5,-8.8785305,0,8,Low
0,23.5,2.5,0,0,2.5,2.5,0,0,31,0.216768198,1466,-27.88,0,130.430065,109.1460365,3200.497322,94.7172275,93,26,85.5,88,0,0,0.195399999999999,146.0300385,2.5,2.5,225.324415,170,3707.386,85.5,73.046385,0,258,934.8783,1355.755,2.5,-8.537487,0,8,Low
0,7.5,7.5,0,0,7.5,7.5,0,0,30,0.210234419,1500,-31.35,0,118.36947,115.5423975,4077.99393,88.1315925,90,15,67.5,75,0,0,18.9885,156.9601125,7.5,7.5,224.263245,195,3806.85,67.5,79.90443,0,270,1025.4015,1135.875,7.5,-8.858853,0,8,Low
0,14.5,10,0,0,2.5,10,0,0,37,0.199681753,1817,-39.61,0,146.3822125,131.130188,5040.732479,106.9664675,111,24.5,88.5,98.5,0,0,13.71655,185.220282,10,10,269.70766,230,4637.0395,88.5,94.3086075,0,328.5,1224.3351,1526.635,10,-7.750138,0,8,Low
0,7.5,0,0,0,0,0,0,17,24.5,0.198198934,1195,-28.665,0,94.6060125,102.319643,3069.747447,80.903828,73.5,41.5,56.5,90.5,0,0,-23.03445,116.5198445,0,0,184.335,122.5,3049.097,56.5,56.5417805,0,213,762.6322,1576.205,34,-8.745682,0,8,Low
0,2.5,10,0,0,19.5,2.5,0,0,34.5,0.196938166,1594,-29.805,0,120.994261,148.8624325,3586.9060585,109.045752,88.5,12.5,64,74,0,0,27.07945,173.1474445,2.5,2.5,245.899415,206.5,3980.9495,64,85.8232645,0,280.5,1099.134,1148.9,10,-8.03466,0,8,Low
7.5,0,17,0,0,0,0,0,0,24.5,0.196358213,903.5,-19.655,0,63.3272495,94.391025,1890.336706,78.4431725,47,17,39.5,56.5,0,0,-4.95435,95.5588095,0,0,140.345,103.5,2282.238,32,43.509056,7.5,160,629.6913,974.03,24.5,-7.9454465,0,8,Low
0,0,0,7.5,0,0,0,0,17,24.5,0.192326154,1150,-28.365,0,87.6299925,99.8106455,2983.308207,81.364853,66,34,49,83,0,0,-15.32745,115.362437,0,0,177.135,122.5,2929.1045,49,55.723373,0,205.5,752.0437,1424.48,34,-8.645598,0,8,Low
0,0,24,0,0,0,0,0,0,24,0.191667287,672,-18.96,0,36.516624,77.04,1389.921672,76.91532,24,24,24,48,0,0,-8.2152,66.481344,0,0,101.04,72,1705.896,24,28.553352,0,120,465.3936,1034.16,24,-7.2060823,0,8,Low
0,10,2.5,0,0,2.5,15.5,0,0,30.5,0.181619761,1807,-39.685,0,147.3979735,112.5850895,5821.480623,80.8207815,117.5,12.5,84,86.5,0,0,27.46855,187.320066,15.5,15.5,262.582373,245.5,4638.602,84,99.0756625,0,332,1243.823,1189.49,2.5,-8.98388,0,8,Low
0,7.5,7.5,0,0,7.5,7.5,0,0,30,0.175523564,1500,-31.35,0,118.36947,115.5423975,4077.99393,88.1315925,90,15,67.5,75,0,0,18.9885,156.9601125,7.5,7.5,224.263245,195,3806.85,67.5,79.90443,0,270,1025.4015,1135.875,7.5,-8.858853,0,8,Low
2.5,2.5,0,0,0,2.5,0,0,23.5,31,0.168077692,1562.5,-37.145,0,119.49546,140.9405515,4119.3275535,103.5264265,95.5,49.5,67,114,0,0,-25.82635,156.832591,0,0,241.855,165,3979.761,64.5,75.9258515,2.5,279,1022.02785,1959.04,49.5,-8.42041,0,8,Low
0,26.5,2.5,0,0,2.5,2.5,0,0,34,0.167230562,1604,-30.37,0,143.42629,119.2363085,3463.521038,104.0515175,102,29,94.5,97,0,0,-0.680900000000001,159.4171815,2.5,2.5,246.834415,185,4055.734,94.5,79.67661,0,282,1019.6037,1495.345,2.5,-8.244577,0,8,Low
0,10,2.5,0,0,10,13.5,0,0,36,0.166105347,2049,-42.07,0,166.7282245,143.1321815,6027.287416,101.040253,130,12.5,93,95.5,0,0,34.16635,215.8403145,13.5,13.5,303.533841,276,5215.4565,93,112.6569725,0,371.5,1407.592,1315.68,2.5,-7.956223,0,8,Low
0,10,0,0,0,0,0,0,14,24,0.162224818,1160,-26.78,0,94.47465,97.123386,2863.253614,78.523326,72,38,58,86,0,0,-20.0864,113.019564,0,0,179.22,120,2954.994,58,55.014106,0,206,736.0334,1475.96,28,-8.6317,0,8,Low
2.5,0,2.5,16.5,10,0,0,0,0,31.5,0.159055509,1432.5,-30.285,0,117.908591,119.5723865,3201.4519625,101.148475,85.5,2.5,83,85.5,0,0,0.12425,147.4807225,0,0,222.715,167.5,3618.773,80.5,71.9577935,-7.5,253,898.986,1286.475,5,-8.180926,0,8,Low
0,10,2.5,0,0,10,14.5,0,0,37,0.153668173,2123,-43.84,0,172.5321415,146.8895105,6319.948187,103.202396,135,12.5,96,98.5,0,0,35.96095,223.6504815,14.5,14.5,313.845607,287,5407.6705,96,116.9543025,0,385.5,1460.685,1351.21,2.5,-7.83544,0,8,Low
0,7.5,0,0,0,0,15,0,0,22.5,0.149483594,1455,-32.775,0,119.5493175,81.585615,5047.470855,55.76787,97.5,7.5,67.5,67.5,0,0,24.72825,150.6203625,15,15,208.45149,202.5,3754.08,67.5,81.0355125,0,270,1008.2085,881.925,0,-9.557834,0,8,Low
0,0,15,0,7.5,0,0,0,0,22.5,0.135664519,840,-21.75,0,56.93715,84.3727575,1992.40209,72.6694125,45,15,45,60,0,0,-13.7175,81.53832,0,0,128.25,90,2139.57,45,37.7632125,-7.5,150,521.721,1144.575,15,-8.541796,0,8,Low
0,17,7.5,0,0,0,0,0,0,24.5,0.134241949,992,-20.035,0,85.05672,81.253208,1924.8182465,76.9303475,58.5,24.5,58.5,66,0,0,-7.53295,96.635897,0,0,153.465,107.5,2507.0645,58.5,46.4941975,0,173.5,625.5461,1114.185,7.5,-8.472698,0,8,Low
0,10,2.5,0,0,2.5,13.5,0,0,28.5,0.130192568,1659,-36.145,0,135.7901395,105.0704315,5236.159081,76.4964955,107.5,12.5,78,80.5,0,0,23.87935,171.699732,13.5,13.5,241.958841,223.5,4254.174,78,90.4810025,0,304,1137.637,1118.43,2.5,-9.212098,0,8,Low
0,2.5,2.5,0,0,10,13.5,0,0,28.5,0.127588321,1704,-35.845,0,134.237662,117.9065015,5369.728126,77.704528,107.5,5,70.5,73,0,0,36.3571,182.372457,13.5,13.5,249.758841,238.5,4344.5865,70.5,96.08141,0,311.5,1195.7785,966.705,2.5,-8.979691,0,8,Low
0,7.5,7.5,0,0,7.5,7.5,0,0,30,0.126928829,1500,-31.35,0,118.36947,115.5423975,4077.99393,88.1315925,90,15,67.5,75,0,0,18.9885,156.9601125,7.5,7.5,224.263245,195,3806.85,67.5,79.90443,0,270,1025.4015,1135.875,7.5,-8.858853,0,8,Low
0,0,24,0,0,0,0,0,0,24,0.12207033,672,-18.96,0,36.516624,77.04,1389.921672,76.91532,24,24,24,48,0,0,-8.2152,66.481344,0,0,101.04,72,1705.896,24,28.553352,0,120,465.3936,1034.16,24,-7.2060823,0,8,Low
0,10,2.5,0,0,2.5,17.5,0,0,32.5,0.120890913,1955,-43.225,0,159.0058075,120.0997475,6406.802165,85.1450675,127.5,12.5,90,92.5,0,0,31.05775,202.9404,17.5,17.5,283.205905,267.5,5023.03,90,107.6703225,0,360,1350.009,1260.55,2.5,-8.721578,0,8,Low
0,2.5,2.5,0,0,13.5,10,0,0,28.5,0.112168967,1627,-32.415,0,128.3617255,122.518,4714.6086505,81.590781,100.5,5,67,69.5,0,0,34.8766,175.635811,10,10,242.40266,224.5,4120.436,67,91.389541,0,294,1135.932,934.4,2.5,-8.850907,0,8,Low
0,24,0,0,0,0,0,0,0,24,0.111887198,1104,-19.92,0,103.9698,80.722176,2104.189728,74.67432,72,24,72,72,0,0,-7.0104,107.097144,0,0,172.08,120,2786.784,72,53.0418,0,192,677.8032,1116.72,0,-8.527592,0,8,Low
0,14,10,0,0,0,0,0,0,24,0.10409865,924,-19.52,0,75.86431,79.187936,1806.578038,75.60807,52,24,52,62,0,0,-7.5124,90.173894,0,0,142.48,100,2336.414,52,42.83828,0,162,589.2992,1082.32,10,-8.429169,0,8,Low
0,2.5,2.5,0,0,10,16.5,0,0,31.5,0.10360266,1926,-41.155,0,151.649413,129.1784885,6247.710439,84.190957,122.5,5,79.5,82,0,0,41.7409,205.802958,16.5,16.5,280.694139,271.5,4921.2285,79.5,108.9734,0,353.5,1355.0575,1073.295,2.5,-8.782645,0,8,Low
0,0,20,0,7.5,0,0,0,0,27.5,0.103496643,980,-25.7,0,64.54478,100.4227575,2281.969105,88.6934375,50,20,50,70,0,0,-15.429,95.3886,0,0,149.3,105,2494.965,50,43.7118275,-7.5,175,618.678,1360.025,20,-8.344638,0,8,Low
0,20,0,0,7.5,0,0,0,0,27.5,0.103496643,1340,-26.5,0,120.75576,103.4912375,2877.192485,86.8259375,90,20,90,90,0,0,-14.425,129.2351,0,0,208.5,145,3395.705,90,64.1188675,-7.5,235,795.686,1428.825,0,-8.495986,0,8,Low
2.5,10,0,0,13.5,2.5,0,0,0,28.5,0.102175145,1488.5,-30.17,0,127.5262155,124.7961285,3465.053331,91.5579225,101.5,10,96.5,96.5,0,0,-14.65315,147.470754,0,0,232.33,166,3771.6455,94,73.1052565,-11,262.5,887.9455,1508.355,2.5,-8.540237,0,8,Low
0,10,2.5,0,0,2.5,19.5,0,0,34.5,0.099356751,2103,-46.765,0,170.6136415,127.6144055,6992.123707,89.4693535,137.5,12.5,96,98.5,0,0,34.64695,218.560734,19.5,19.5,303.829437,289.5,5407.458,96,116.2649825,0,388,1456.195,1331.61,2.5,-8.510574,0,8,Low
2.5,0,23.5,0,0,2.5,2.5,0,0,31,0.096357986,1115.5,-27.04,0,73.065451,110.7892475,2658.262628,96.88669,53.5,23.5,43.5,67,0,0,0.159699999999999,115.4912135,2.5,2.5,168.164415,133,2829.284,41,53.8550605,2.5,200,778.4279,1247.69,26,-7.898342,0,8,Low
0,7.5,7.5,0,0,7.5,7.5,0,0,30,0.095760127,1500,-31.35,0,118.36947,115.5423975,4077.99393,88.1315925,90,15,67.5,75,0,0,18.9885,156.9601125,7.5,7.5,224.263245,195,3806.85,67.5,79.90443,0,270,1025.4015,1135.875,7.5,-8.858853,0,8,Low
0,10,2.5,0,0,10,10,0,0,32.5,0.09482763,1790,-35.875,0,146.414515,129.98153,5002.9747175,93.4727525,112.5,12.5,82.5,85,0,0,27.88525,188.50473,10,10,267.44266,237.5,4542.7075,82.5,97.6163175,0,322.5,1221.7665,1191.325,2.5,-8.678448,0,8,Low
0,2.5,23.5,0,0,2.5,2.5,0,0,31,0.087488828,1088,-27.04,0,71.408536,105.9241325,2575.512773,96.6781025,51,26,43.5,67,0,0,-0.8588,110.4912135,2.5,2.5,163.164415,128,2761.609,43.5,51.618993,0,195,749.0199,1283.515,23.5,-7.932303,0,8,Low
2.5,0,2.5,17.5,10,0,0,0,0,32.5,0.084439999,1472.5,-31.075,0,121.31053,122.6012775,3277.6013025,104.321375,87.5,2.5,85,87.5,0,0,0.859749999999998,151.7887825,0,0,228.925,172.5,3718.89,82.5,74.0587475,-7.5,260,925.816,1312.775,5,-8.114767,0,8,Low
2.5,2.5,0,0,0,2.5,0,0,26.5,34,0.084423712,1712.5,-41.105,0,130.45701,154.5453685,4545.0078165,113.6855035,104.5,55.5,73,126,0,0,-29.50465,171.488824,0,0,264.895,180,4364.154,70.5,82.9787135,2.5,306,1119.23115,2175.61,55.5,-7.857804,0,8,Low
2.5,0,10,10,10,0,0,0,0,32.5,0.084200219,1382.5,-31.075,0,107.2074325,123.959595,3140.831775,104.5606625,80,10,77.5,87.5,0,0,-7.22375,140.2537525,0,0,213.925,157.5,3501.105,75,67.224515,-7.5,245,870.0265,1438.7,12.5,-8.109323,0,8,Low
0,11,0,0,0,0,13,0,0,24,0.070466154,1468,-32.14,0,123.103746,85.842941,4769.010315,62.333589,98,11,72,72,0,0,20.1167,150.618362,13,13,212.922958,198,3776.058,72,80.176115,0,270,1000.8688,973.72,0,-9.44708,0,8,Low
2.5,0,26.5,2.5,2.5,0,0,0,0,34,0.067826135,1124.5,-28.285,0,72.683809,117.985155,2401.5818295,109.0458575,51.5,26.5,49,75.5,0,0,-9.80495,113.6617465,0,0,171.715,124.5,2849.646,46.5,51.180422,0,200,757.9096,1454.21,29,-7.2226124,0,8,Low
