D,H,A,E,C,I,P,B,N,DP,Fluorescence,total_num_valence_electrons,total_hallkieralpha,total_num_sat_rings,total_kappa2,total_kappa3,total_bertzct,total_balabanj,total_rot_bonds,total_hbd,total_hba,total_num_heteroatoms,total_num_aromatic_heterocycles,total_num_aliphatic_rings,total_logp,total_chi0v,total_arom_rings,total_num_rings,total_kappa1,total_n_carbon,total_mw,total_n_oxygen,total_chi1v,charge,total_heavy_atom_count,total_molar_ref,total_tpsa,total_n_nitrogen,predicted_docking_score,Consensus_Class,score,fluorescence
2.5,0,2.5,0,0,16.5,10,0,0,31.5,0.633274565,1810.5,-34.785,0,142.3938745,142.607815,5113.8098395,91.6168715,112,2.5,73,75.5,0,0,40.0099,198.292044,10,10,272.03266,250.5,4572.624,70.5,102.4959965,2.5,326,1273.322,977.475,5,-8.660635,0,8,Low
0,0,0,0,0,13,0,0,11,24,0.632417056,1226,-24.79,0,93.818364,115.858029,2932.116745,79.792462,72,22,48,70,0,0,4.3437,130.249864,0,0,191.21,146,3075.664,48,64.298842,0,216,824.3341,1135.99,22,-8.650152,0,8,Low
0,0,0,0,0,20,0,0,7.5,27.5,0.63203185,1415,-25.7,0,109.905435,135.5100425,3173.8762175,90.8477125,82.5,15,55,70,0,0,18.23625,154.3488025,0,0,221.8,177.5,3524.4025,55,76.768075,0,247.5,962.88825,1067.425,15,-8.48976,0,8,Low
2.5,0,0,13.5,0,0,0,2.5,10,28.5,0.629899692,1337.5,-29.865,0,105.7951565,105.963591,3409.9537975,90.7691075,74.5,20,59.5,79.5,0,0,2.746,139.9059025,2.5,2.5,204.8746925,160,3396.3245,57,68.778884,2.5,239.5,902.316,1223.2,22.5,-8.4075775,0,8,Low
0,20,0,0,0,0,0,7.5,0,27.5,0.623099229,1385,-28.375,0,119.1716325,86.6199725,3736.6930775,80.481215,82.5,20,75,75,0,0,8.5265,139.45871,7.5,7.5,207.3440775,175,3538.73,75,71.63713,0,250,913.0985,1127.85,0,-9.0849495,0,8,Low
0,0,7.5,0,0,17,0,0,0,24.5,0.621921395,1094,-19.355,0,81.537771,110.3483,2227.5747485,79.6685545,58.5,7.5,41.5,49,0,0,20.74995,120.827407,0,0,171.145,141.5,2711.9995,41.5,59.1884545,0,190.5,757.3335,770.275,7.5,-8.409014,0,8,Low
0,0,11,0,0,13,0,0,0,24,0.620555649,984,-18.96,0,70.3628,101.2837,2008.336547,77.795368,50,11,37,48,0,0,14.0655,106.980959,0,0,153.04,124,2448.092,37,51.525301,0,172,681.2274,815.89,11,-8.388793,0,8,Low
7.5,17,0,0,0,0,0,0,0,24.5,0.619341042,1209.5,-20.335,0,111.1065825,96.999233,2396.276579,76.8557975,81,17,73.5,73.5,0,0,-4.10095,124.3283345,0,0,190.665,137.5,3047.867,66,60.85504,7.5,211,780.1481,1032.51,7.5,-8.629964,0,8,Low
0,0,7.5,0,0,15,0,0,0,22.5,0.619308917,990,-17.775,0,73.287615,100.1985,2016.6071925,73.1235525,52.5,7.5,37.5,45,0,0,18.00675,109.056585,0,0,154.725,127.5,2455.6575,37.5,53.2748625,0,172.5,685.3455,717.675,7.5,-8.413053,0,8,Low
15.5,0,0,2.5,0,0,0,10,2.5,30.5,0.618486915,1728.5,-33.84,0,138.433018,127.00835,5061.3807195,90.255375,104.5,5,76.5,81.5,0,0,19.71865,190.098703,10,10,262.11877,233.5,4411.883,61,95.830391,15.5,315,1232.50525,1008.325,20.5,-8.44838,0,8,Low
0,0,7.5,0,0,17,0,0,0,24.5,0.61758974,1094,-19.355,0,81.537771,110.3483,2227.5747485,79.6685545,58.5,7.5,41.5,49,0,0,20.74995,120.827407,0,0,171.145,141.5,2711.9995,41.5,59.1884545,0,190.5,757.3335,770.275,7.5,-8.409014,0,8,Low
10,0,14.5,2.5,10,0,0,0,0,37,0.617303322,1636,-34.93,0,126.0010645,155.5089375,3736.1308935,119.1470225,99.5,14.5,89.5,104,0,0,-13.4156,168.876412,0,0,255.07,186,4143.978,79.5,80.1048785,0,290,1056.1003,1676.855,24.5,-7.5479326,0,8,Low
2.5,2.5,0,0,24.5,2.5,0,0,0,32,0.615248253,1759.5,-38.465,0,145.069901,152.6971595,4455.588907,104.2982925,123,2.5,118,118,0,0,-25.0508,172.6512005,0,0,274.035,194.5,4475.0735,115.5,85.741833,-22,312.5,1014.712,1890.11,2.5,-8.6309595,0,8,Low
13,11,0,0,0,0,0,0,0,24,0.605099718,1247,-19.92,0,112.585758,106.020774,2534.488974,75.758975,85,11,72,72,0,0,-1.7142,133.097144,0,0,198.08,146,3138.694,59,64.669351,13,218,830.7248,930.43,13,-8.63545,0,8,Low
0,10,2.5,10,0,0,0,10,0,32.5,0.602944931,1550,-33.875,0,124.517465,97.75014,4427.2914775,95.1921325,82.5,12.5,72.5,75,0,0,22.73625,161.57767,10,10,229.58377,207.5,3961.9075,72.5,82.6654375,0,282.5,1063.5465,1099.025,2.5,-8.730609,0,8,Low
17,0,7.5,0,0,0,0,0,0,24.5,0.599276023,1179,-20.035,0,96.323742,114.33599,2487.5172605,78.3487425,75.5,7.5,58.5,66,0,0,-0.60715,130.635897,0,0,187.465,141.5,2967.2545,41.5,61.6994565,17,207.5,825.5205,870.575,24.5,-8.434763,0,8,Low
17,7.5,0,0,0,0,0,0,0,24.5,0.599276023,1314,-20.335,0,117.4028595,115.48667,2710.726028,77.64843,90.5,7.5,73.5,73.5,0,0,-0.23065,143.3283345,0,0,209.665,156.5,3305.032,56.5,69.3520965,17,230,891.8985,896.375,17,-8.620229,0,8,Low
0,2.5,2.5,0,0,2.5,23.5,0,0,31,0.59632673,2054,-47.62,0,161.338747,117.4180415,7505.207501,74.7822005,135,5,85.5,88,0,0,44.0161,216.3335445,23.5,23.5,291.301501,296,5305.444,85.5,116.87874,0,384,1456.7535,1124.755,2.5,-8.923587,0,8,Low
0,10,14.5,0,0,10,0,0,2.5,37,0.59457884,1511,-30.955,0,115.768282,142.2655875,3126.061396,118.77488,82,29.5,69.5,89,0,0,2.7664,155.8572595,0,0,234.045,176,3793.843,69.5,74.7970785,0,265,1004.53605,1533.58,19.5,-7.574013,0,8,Low
0,7.5,0,0,0,0,0,0,20,27.5,0.594148045,1345,-32.625,0,105.5675625,115.92446,3495.42771,91.062905,82.5,47.5,62.5,102.5,0,0,-26.71275,131.1760775,0,0,207.375,137.5,3433.49,62.5,63.5946425,0,240,859.8355,1792.775,40,-8.795563,0,8,Low
2.5,0,0,2.5,0,0,0,10,15.5,30.5,0.583850687,1637.5,-40.21,0,121.000135,116.939447,5335.9265105,92.744797,91.5,31,63.5,94.5,0,0,2.28045000000001,169.598093,10,10,242.74877,207.5,4216.168,61,86.034267,2.5,302,1133.65455,1528.195,33.5,-8.77843,0,8,Low
0,7.5,0,0,0,0,0,17,0,24.5,0.583314751,1399,-32.915,0,106.2255295,69.089063,5152.816335,64.708319,73.5,7.5,56.5,56.5,0,0,30.37785,147.2796615,17,17,198.714909,207.5,3628.066,56.5,78.7629905,0,264,1001.2085,796.075,0,-9.368187,0,8,Low
0,0,0,22,0,0,0,0,0,22,0.579295093,880,-17.38,0,74.842658,66.635602,1675.28548,69.8038,44,0,44,44,0,0,16.181,94.77732,0,0,136.62,110,2202.574,44,46.220988,0,154,590.26,578.6,0,-7.9283147,0,8,Low
0,13.5,2.5,10,0,0,0,10,0,36,0.577226142,1711,-36.78,0,139.6797275,109.522124,4734.1524795,106.0821375,93,16,83,85.5,0,0,21.7139,177.1960035,10,10,254.67877,225,4368.3135,83,90.4007,0,310.5,1162.3928,1261.88,2.5,-7.967558,0,8,Low
2.5,0,0,2.5,0,0,0,17.5,10,32.5,0.575394227,1827.5,-44.725,0,133.4340925,111.348775,6538.7143325,92.3724375,97.5,20,67.5,87.5,0,0,23.3925,192.9394225,17.5,17.5,264.4528475,255,4727.8575,65,100.53965,2.5,342.5,1303.711,1328.4,22.5,-8.525858,0,8,Low
0,0,0,17,7.5,0,0,0,0,24.5,0.573441734,1100,-23.33,0,91.947223,87.7139045,2418.239825,78.5366375,64,0,64,64,0,0,3.9205,113.2245,0,0,170.67,130,2775.374,64,55.6335855,-7.5,194,686.96,945.325,0,-8.279063,0,8,Low
0,2.5,10,0,0,15.5,0,0,2.5,30.5,0.569793994,1326,-25.52,0,99.1187815,130.5068575,2788.0525715,99.016288,71.5,17.5,53.5,68.5,0,0,14.0413,142.2939105,0,0,206.48,163.5,3308.058,53.5,69.1301405,0,232,903.42825,1135.35,15,-8.366502,0,8,Low
7.5,0,0,7.5,0,0,0,7.5,7.5,30,0.568912666,1567.5,-33.825,0,122.9098575,115.9012425,4524.3312,91.408545,90,15,67.5,82.5,0,0,11.55375,167.62998,7.5,7.5,236.8940775,202.5,4002.165,60,84.108705,7.5,285,1092.53325,1177.425,22.5,-8.370072,0,8,Low
0,2.5,21.5,0,0,2.5,0,0,2.5,29,0.562258686,972,-24.335,0,62.9903165,101.4481575,2082.767592,93.3290325,44,29,39,65.5,0,0,-7.72595,97.6392115,0,0,148.165,107,2459.2435,39,44.373607,0,172.5,658.50735,1288.985,26.5,-7.711311,0,8,Low
0,19.5,2.5,0,0,2.5,10,0,0,34.5,0.560880892,1837,-37.835,0,156.6311425,123.872308,5044.7548165,98.48758,118.5,22,96,98.5,0,0,14.8233,186.756767,10,10,273.98266,232.5,4684.527,96,96.43606,0,331,1220.1086,1436.11,2.5,-8.18705,0,8,Low
2.5,0,0,2.5,0,0,0,24.5,2.5,32,0.560374545,1886.5,-45.815,0,136.3916745,95.3981255,7325.50187,84.010519,96,5,66.5,71.5,0,0,45.99885,203.162524,24.5,24.5,266.5339865,287.5,4902.191,64,108.514083,2.5,359,1385.74775,971.075,7.5,-9.144486,0,8,Low
0,17.5,2.5,2.5,0,0,0,10,0,32.5,0.559649141,1595,-34.175,0,131.493485,100.2591375,4513.7307175,94.7311075,90,20,80,82.5,0,0,15.02925,162.7350775,10,10,236.78377,207.5,4081.9,80,83.483845,0,290,1074.135,1250.75,2.5,-8.942683,0,8,Low
0,0,0,0,0,10,14,0,0,24,0.559131575,1556,-32.68,0,122.505618,103.351606,5152.088574,62.995012,100,0,62,62,0,0,38.8404,168.196448,14,14,226.464724,224,3972.706,62,89.73058,0,286,1103.242,760.42,0,-9.078376,0,8,Low
0,0,17,0,0,7.5,0,0,0,24.5,0.558430441,866,-19.355,0,56.804027,92.63175,1775.656186,79.0254425,39.5,17,32,49,0,0,4.4679,91.2315345,0,0,133.145,103.5,2169.6255,32,42.401261,0,152.5,599.6088,929.78,17,-8.21041,0,8,Low
10,0,0,10,0,0,0,10,2.5,32.5,0.55767108,1715,-35.2,0,136.475935,120.5229475,4968.2409425,96.4803675,97.5,5,75,80,0,0,24.60075,186.8660575,10,10,258.25877,232.5,4375.2375,65,94.512785,10,312.5,1213.70275,1028.475,15,-8.438419,0,8,Low
0,0,0,0,0,7.5,0,0,17,24.5,0.55611777,1240,-28.365,0,93.053535,115.155713,3203.316492,82.1118605,73.5,34,49,83,0,0,-10.5567,127.1925695,0,0,192.135,137.5,3139.5095,49,62.142188,0,220.5,820.7737,1424.48,34,-8.5636215,0,8,Low
0,15,0,0,0,0,7.5,0,0,22.5,0.552025741,1245,-25.725,0,108.5105025,78.6313275,3510.0743625,62.8875225,82.5,15,67.5,67.5,0,0,9.078,125.5119675,7.5,7.5,184.888245,157.5,3183.345,67.5,65.3811,0,225,821.8245,964.425,0,-9.07903,0,8,Low
0,15.5,2.5,2.5,0,0,0,10,0,30.5,0.550472612,1503,-32.515,0,122.829335,93.5322895,4338.3815735,88.5082475,84,18,74,76.5,0,0,15.61345,153.8103155,10,10,222.44377,197.5,3849.668,74,79.063695,0,274,1017.6514,1157.69,2.5,-9.062008,0,8,Low
0,7.5,17,0,0,0,0,0,0,24.5,0.548187338,821,-19.655,0,58.3565045,79.79568,1642.087141,77.81741,39.5,24.5,39.5,56.5,0,0,-8.00985,80.5588095,0,0,125.345,88.5,2079.213,39.5,36.8008535,0,145,541.4673,1081.505,17,-8.1469,0,8,Low
0,0,10,0,0,0,0,14,0,24,0.545434651,1148,-29.88,0,75.938174,68.222786,4281.11042,66.119598,52,10,38,48,0,0,23.3982,121.427928,14,14,161.462278,170,2981.422,38,63.110406,0,218,844.004,799.1,10,-9.264466,0,8,Low
7.5,0,0,7.5,0,0,0,7.5,7.5,30,0.54481744,1567.5,-33.825,0,122.9098575,115.9012425,4524.3312,91.408545,90,15,67.5,82.5,0,0,11.55375,167.62998,7.5,7.5,236.8940775,202.5,4002.165,60,84.108705,7.5,285,1092.53325,1177.425,22.5,-8.370072,0,8,Low
10,0,0,2.5,0,0,0,17.5,2.5,32.5,0.543815046,1880,-41.05,0,143.491525,117.1577575,6380.32253,90.9362325,105,5,75,80,0,0,33.453,204.7666975,17.5,17.5,275.6278475,270,4840.77,65,106.19126,10,350,1360.74025,1028.475,15,-8.743625,0,8,Low
0,0,7.5,0,0,17,0,0,0,24.5,0.542270483,1094,-19.355,0,81.537771,110.3483,2227.5747485,79.6685545,58.5,7.5,41.5,49,0,0,20.74995,120.827407,0,0,171.145,141.5,2711.9995,41.5,59.1884545,0,190.5,757.3335,770.275,7.5,-8.409014,0,8,Low
2.5,0,0,2.5,0,0,0,10,17.5,32.5,0.540158979,1737.5,-42.85,0,128.307835,126.009325,5619.7133525,99.517515,97.5,35,67.5,102.5,0,0,-0.171749999999996,179.368915,10,10,258.10877,217.5,4472.43,65,90.736175,2.5,320,1198.45675,1672.575,37.5,-8.473015,0,8,Low
7.5,0,0,7.5,0,0,0,7.5,7.5,30,0.538540413,1567.5,-33.825,0,122.9098575,115.9012425,4524.3312,91.408545,90,15,67.5,82.5,0,0,11.55375,167.62998,7.5,7.5,236.8940775,202.5,4002.165,60,84.108705,7.5,285,1092.53325,1177.425,22.5,-8.370072,0,8,Low
2.5,0,24.5,0,0,2.5,2.5,0,0,32,0.537137453,1143.5,-27.83,0,74.586977,113.9992475,2716.176031,100.091495,54.5,24.5,44.5,69,0,0,-0.182600000000001,118.2612695,2.5,2.5,172.374415,136,2900.363,42,55.0447835,2.5,205,797.8193,1290.78,27,-7.802562,0,8,Low
2.5,2.5,0,0,10,17.5,0,0,0,32.5,0.533557134,1727.5,-31.175,0,140.991835,158.789995,3865.35689,105.830955,110,2.5,90,90,0,0,12.117,183.6232375,0,0,271.325,212.5,4322.4275,87.5,91.5868625,-7.5,302.5,1108.312,1321.375,2.5,-8.212948,0,8,Low
2.5,23.5,2.5,2.5,0,0,0,0,0,31,0.528765296,1393.5,-25.53,0,126.5995275,107.9113665,2697.4455845,97.05003,88,26,85.5,88,0,0,-5.5931,138.717196,0,0,217.47,155,3514.681,83,67.92471,2.5,243,879.2483,1347.43,5,-8.452135,0,8,Low
0,0,13,0,0,11,0,0,0,24,0.526055982,936,-18.96,0,65.155696,97.5539,1913.195797,77.659976,46,13,35,48,0,0,10.6377,100.750249,0,0,145.04,116,2333.908,35,47.991155,0,164,648.0222,849.47,13,-8.358276,0,8,Low
0,0,0,0,0,10,14,0,0,24,0.524177507,1556,-32.68,0,122.505618,103.351606,5152.088574,62.995012,100,0,62,62,0,0,38.8404,168.196448,14,14,226.464724,224,3972.706,62,89.73058,0,286,1103.242,760.42,0,-9.078376,0,8,Low
0,15.5,2.5,0,0,2.5,10,0,0,30.5,0.522446891,1653,-34.515,0,139.3028425,110.418612,4694.0565285,86.04186,106.5,18,84,86.5,0,0,15.9917,168.907243,10,10,245.30266,212.5,4220.063,84,87.59576,0,299,1107.1414,1249.99,2.5,-9.01313,0,8,Low
0,23.5,2.5,0,0,2.5,0,0,2.5,31,0.520235997,1406,-26.755,0,125.0548975,111.0900615,2823.578947,97.7777675,88,31,83,90.5,0,0,-7.35635,138.7181485,0,0,218.745,155,3547.1785,83,68.180445,0,245.5,883.14855,1447.405,7.5,-8.451811,0,8,Low
0,13.5,2.5,0,0,2.5,10,0,0,28.5,0.51541178,1561,-32.855,0,130.6386925,103.691764,4518.7073845,79.819,100.5,16,78,80.5,0,0,16.5759,159.982481,10,10,230.96266,202.5,3987.831,78,83.17561,0,283,1050.6578,1156.93,2.5,-9.148592,0,8,Low
0,2.5,2.5,0,0,17.5,10,0,0,32.5,0.512699706,1835,-35.575,0,144.8620375,142.8176,5136.5437625,94.680785,112.5,5,75,77.5,0,0,40.363,199.177455,10,10,275.24266,252.5,4633.12,75,103.216725,0,330,1279.908,1039.6,2.5,-8.637996,0,8,Low
0,0,20,0,0,7.5,0,0,0,27.5,0.510946051,950,-21.725,0,61.368605,102.26175,1949.396395,88.6398575,42.5,20,35,55,0,0,3.441,99.5417025,0,0,145.775,112.5,2382.8625,35,45.97043,0,167.5,657.783,1059.05,20,-8.072196,0,8,Low
2.5,0,0,2.5,0,0,0,15.5,10,30.5,0.509425429,1703.5,-41.585,0,124.7593905,106.188377,6009.8605625,87.5050735,91.5,20,63.5,83.5,0,0,19.5609,179.5497985,15.5,15.5,247.4010935,235,4403.4815,61,93.223482,2.5,318.5,1210.841,1275.8,22.5,-8.745629,0,8,Low
0,20,7.5,0,0,0,0,0,0,27.5,0.507361786,1130,-22.525,0,98.052945,91.34348,2187.8419625,86.2646375,67.5,27.5,67.5,75,0,0,-8.40925,110.02304,0,0,174.975,122.5,2855.4125,67.5,53.1244225,0,197.5,710.2715,1253.775,7.5,-8.511728,0,8,Low
0,2.5,2.5,0,0,23.5,2.5,0,0,31,0.506417747,1592,-27.04,0,126.083128,145.0870325,3574.490648,98.0997185,93,5,64.5,67,0,0,35.1331,175.9136685,2.5,2.5,247.164415,212,3960.541,64.5,88.727526,0,279,1097.6745,930.925,2.5,-8.5515175,0,8,Low
0,0,0,24,0,0,0,0,0,24,0.504655376,960,-18.96,0,81.646536,72.693384,1827.58416,76.1496,48,0,48,48,0,0,17.652,103.39344,0,0,149.04,120,2402.808,48,50.422896,0,168,643.92,631.2,0,-7.912944,0,8,Low
0,0,7.5,0,0,15,0,0,0,22.5,0.503010718,990,-17.775,0,73.287615,100.1985,2016.6071925,73.1235525,52.5,7.5,37.5,45,0,0,18.00675,109.056585,0,0,154.725,127.5,2455.6575,37.5,53.2748625,0,172.5,685.3455,717.675,7.5,-8.413053,0,8,Low
0,0,0,0,0,24,0,0,0,24,0.501736308,1248,-18.96,0,99.001872,121.7976,2531.610672,78.540024,72,0,48,48,0,0,32.9184,141.249864,0,0,197.04,168,3076.104,48,70.963104,0,216,863.856,631.2,0,-8.284046,0,8,Low
0,0,7.5,0,0,20,0,0,0,27.5,0.501658729,1250,-21.725,0,93.913005,125.573,2544.0260825,89.4860575,67.5,7.5,47.5,55,0,0,24.86475,138.48364,0,0,195.775,162.5,3096.5125,47.5,68.0588425,0,217.5,865.3155,849.175,7.5,-8.411138,0,8,Low
0,2.5,24.5,0,0,2.5,0,0,2.5,32,0.487719385,1056,-26.705,0,67.5548945,111.0781575,2256.507801,102.9434475,47,32,42,71.5,0,0,-8.75285,105.9493795,0,0,160.795,116,2672.4805,42,47.942776,0,187.5,716.68155,1418.255,29.5,-7.539955,0,8,Low
2.5,0,0,2.5,0,0,0,21.5,2.5,29,0.486159647,1700.5,-41.105,0,123.3796215,87.6575285,6532.221215,76.709473,87,5,60.5,65.5,0,0,40.25145,183.078088,21.5,21.5,240.9563555,257.5,4415.627,58,97.539831,2.5,323,1246.44275,892.175,7.5,-9.145117,0,8,Low
0,2.5,2.5,24.5,0,0,0,2.5,0,32,0.486093698,1320,-27.33,0,108.8248855,97.091887,2890.69598,99.6108425,66.5,5,64,66.5,0,0,21.22325,140.3655925,2.5,2.5,201.9096925,167.5,3326.324,64,69.118078,0,234,892.5055,934.15,2.5,-7.973951,0,8,Low
0,0,0,0,0,22,0,0,0,22,0.485908328,1144,-17.38,0,90.751716,111.6478,2320.643116,71.995022,66,0,44,44,0,0,30.1752,129.479042,0,0,180.62,154,2819.762,44,65.049512,0,198,791.868,578.6,0,-8.308831,0,8,Low
2.5,2.5,0,0,10,16.5,0,0,0,31.5,0.475307414,1675.5,-30.385,0,136.866757,153.715095,3759.873112,102.558454,107,2.5,88,88,0,0,10.7454,177.7378265,0,0,263.115,205.5,4194.2565,85.5,88.6300665,-7.5,293.5,1072.318,1295.075,2.5,-8.400525,0,8,Low
0,0,0,15,0,0,0,0,7.5,22.5,0.473829967,975,-21.75,0,78.43296,79.4454075,2206.4407575,72.9911925,52.5,15,45,60,0,0,1.83675,101.2614825,0,0,150.75,112.5,2462.7375,45,49.146465,0,172.5,645.45825,935.925,15,-8.367612,0,8,Low
13,0,0,0,0,0,0,11,0,24,0.464328831,1423,-28.06,0,112.643794,97.405299,4478.764417,68.303747,85,0,61,61,0,0,22.5727,157.653885,11,11,212.994647,201,3645.486,48,80.59745,13,262,1030.85,707.9,13,-8.864191,0,8,Low
0,2.5,10,0,0,13.5,2.5,0,0,28.5,0.461939928,1282,-25.065,0,96.243793,118.4130325,2954.0033905,89.410746,70.5,12.5,52,62,0,0,18.84985,137.8349785,2.5,2.5,196.639415,164.5,3211.9235,52,68.0824885,0,226.5,883.17,991.1,10,-8.604996,0,8,Low
0,0,0,0,0,24,0,0,0,24,0.460532135,1248,-18.96,0,99.001872,121.7976,2531.610672,78.540024,72,0,48,48,0,0,32.9184,141.249864,0,0,197.04,168,3076.104,48,70.963104,0,216,863.856,631.2,0,-8.284046,0,8,Low
2.5,0,0,10,0,0,0,2.5,17.5,32.5,0.457361624,1572.5,-37,0,121.292245,129.374515,4207.631765,105.06165,90,35,67.5,102.5,0,0,-9.024,161.468275,2.5,2.5,240.7396925,180,4006.8975,65,79.0577,2.5,282.5,1051.41925,1672.575,37.5,-7.8000255,0,8,Low
0,10,14,0,0,0,0,0,0,24,0.454646708,852,-19.36,0,64.622114,78.57424,1687.533362,75.98157,44,24,44,58,0,0,-7.7132,83.404594,0,0,130.64,92,2156.266,44,38.756872,0,150,553.8976,1068.56,14,-8.33367,0,8,Low
0,17,0,0,0,0,0,7.5,0,24.5,0.452471638,1247,-25.885,0,106.1754075,76.5297005,3473.6693615,71.146925,73.5,17,66,66,0,0,9.4028,126.071567,7.5,7.5,185.8340775,160,3190.382,66,65.006905,0,226,828.3731,988.26,0,-9.105008,0,8,Low
0,0,7.5,0,0,0,0,17,0,24.5,0.450343903,1264,-32.615,0,85.146412,67.938383,4929.6075675,65.4086315,58.5,7.5,41.5,49,0,0,30.00135,134.587224,17,17,176.514909,192.5,3290.2885,41.5,71.1103505,0,241.5,934.8305,770.275,7.5,-9.321341,0,8,Low
0,0,13,0,0,11,0,0,0,24,0.450291001,936,-18.96,0,65.155696,97.5539,1913.195797,77.659976,46,13,35,48,0,0,10.6377,100.750249,0,0,145.04,116,2333.908,35,47.991155,0,164,648.0222,849.47,13,-8.358276,0,8,Low
0,0,7.5,0,0,15,0,0,0,22.5,0.447078262,990,-17.775,0,73.287615,100.1985,2016.6071925,73.1235525,52.5,7.5,37.5,45,0,0,18.00675,109.056585,0,0,154.725,127.5,2455.6575,37.5,53.2748625,0,172.5,685.3455,717.675,7.5,-8.413053,0,8,Low
0,10,10,0,0,2.5,10,0,0,32.5,0.442223089,1610,-35.875,0,126.887875,115.99478,4646.196905,92.9650325,97.5,20,75,85,0,0,15.031,165.1395675,10,10,237.44266,207.5,4114.5175,75,84.36327,0,292.5,1097.247,1317.25,10,-8.669518,0,8,Low
2.5,0,21.5,2.5,2.5,0,0,0,0,29,0.440040896,984.5,-24.335,0,65.076179,101.935155,2112.0148145,93.0218325,46.5,21.5,44,65.5,0,0,-8.09345,99.8114665,0,0,150.665,109.5,2494.251,41.5,45.231807,0,175,660.9526,1238.76,24,-7.7117696,0,8,Low
2.5,21.5,0,0,2.5,2.5,0,0,0,29,0.440040896,1401.5,-25.195,0,127.31083,110.3487935,2825.216043,91.2632725,92,21.5,87,87,0,0,-5.4239,140.1398315,0,0,219.305,157.5,3532.6815,84.5,69.30898,0,244.5,874.1462,1312.72,2.5,-8.531021,0,8,Low
2.5,2.5,0,0,10,15.5,0,0,0,30.5,0.438607167,1623.5,-29.595,0,132.741679,148.640195,3654.389334,99.285953,104,2.5,86,86,0,0,9.3738,171.8524155,0,0,254.905,198.5,4066.0855,83.5,85.6732705,-7.5,284.5,1036.324,1268.775,2.5,-8.490885,0,8,Low
0,19.5,2.5,2.5,0,0,0,10,0,34.5,0.433011274,1687,-35.835,0,140.157635,106.9859855,4689.0798615,100.9539675,96,22,86,88.5,0,0,14.44505,171.6598395,10,10,251.12377,217.5,4314.132,86,87.903995,0,306,1130.6186,1343.81,2.5,-8.459775,0,8,Low
10,0,0,2.5,0,0,0,14.5,10,37,0.416088951,2069,-46.24,0,157.883347,143.429203,6651.2425325,109.032879,118.5,20,84,104,0,0,18.50985,221.322844,14.5,14.5,307.6502165,277.5,5315.1885,74,112.849163,10,381.5,1464.4435,1491,30,-7.5891895,0,8,Low
0,26.5,2.5,0,0,2.5,0,0,2.5,34,0.414358414,1544,-29.245,0,138.0511225,121.1803335,3086.602663,107.1120575,97,34,92,99.5,0,0,-8.23265,152.1052915,0,0,240.255,170,3895.5265,92,74.81067,0,269.5,967.87395,1586.995,7.5,-8.163385,0,8,Low
0,0,15,0,0,7.5,0,0,0,22.5,0.408865523,810,-17.775,0,53.760975,86.21175,1659.82938,72.6158325,37.5,15,30,45,0,0,5.1525,85.6914225,0,0,124.725,97.5,2027.4675,30,40.021815,0,142.5,560.826,843.6,15,-8.223414,0,8,Low
0,2.5,10,0,0,15.5,2.5,0,0,30.5,0.403740477,1386,-26.645,0,104.493949,128.5628325,3164.9709465,95.955748,76.5,12.5,56,66,0,0,21.59305,149.6058005,2.5,2.5,213.059415,178.5,3468.2655,56,73.9960805,0,244.5,955.158,1043.7,10,-8.552952,0,8,Low
0,2.5,2.5,2.5,0,0,0,23.5,0,31,0.403487219,1742,-42.92,0,125.0665985,84.640464,6768.375085,80.9143645,85.5,5,62,64.5,0,0,45.27405,186.1793245,23.5,23.5,244.3331095,267.5,4529.698,62,99.716854,0,332,1277.3805,907.85,2.5,-9.2173395,0,8,Low
7.5,0,0,0,0,0,0,10,7.5,25,0.394815428,1422.5,-31.825,0,108.2386925,99.6350575,4614.2783625,73.696,82.5,15,57.5,72.5,0,0,10.827,152.05656,10,10,211.63377,190,3656.7575,50,77.49676,7.5,262.5,1007.39575,1045.925,22.5,-8.822358,0,8,Low
0,7.5,7.5,0,0,7.5,7.5,0,0,30,0.394415717,1500,-31.35,0,118.36947,115.5423975,4077.99393,88.1315925,90,15,67.5,75,0,0,18.9885,156.9601125,7.5,7.5,224.263245,195,3806.85,67.5,79.90443,0,270,1025.4015,1135.875,7.5,-8.858853,0,8,Low
2.5,2.5,0,0,10,13.5,0,0,0,28.5,0.388601928,1519.5,-28.015,0,124.491523,138.490395,3443.421778,92.740951,98,2.5,82,82,0,0,6.6306,160.0815935,0,0,238.485,184.5,3809.7435,79.5,79.7596785,-7.5,266.5,964.336,1216.175,2.5,-8.578154,0,8,Low
20,7.5,0,0,0,0,0,0,0,27.5,0.387534026,1485,-22.825,0,132.3873825,131.41508,3073.04957,87.233025,102.5,7.5,82.5,82.5,0,0,0.11525,162.7154775,0,0,237.175,177.5,3734.59,62.5,78.6656025,20,260,1011.9135,992.975,20,-8.496294,0,8,Low
2.5,0,0,10,0,0,0,10,14.5,37,0.385181173,1887.5,-44.815,0,142.8608275,135.1211905,5765.1531395,113.155188,103.5,29,76.5,105.5,0,0,9.0228,197.023132,10,10,281.64377,240,4838.9145,74,99.440468,2.5,345.5,1302.47845,1653.255,31.5,-7.461422,0,8,Low
